Style No,Style Long Description,Back,Back,Back 2,Back 2,Back 2,Back 2,Edge,Edge,Edge,Edge,Edge 2,Edge 2,Edge 2,Edge 2,Front,Main,Main,Main,Main 2,Main 2,Main 2,Main 2,Model,Model,Model,Model,Model,Model,Model,Model 2,Profile,Profile,Top,Top,Assortment_Type,caratage_of_predom_mat_1,caratage_of_predom_mat_2,caratage_of_predom_mat_3,Closure Type,Commercial Reference,Country of Origin,Diamond Carat Weight,Fish_&_Wild,funct_hier_lvl4_item_shape,Gender,item_note,Launch Date - Wholesales (US),man_made_stones,measure_1,measure_3,measure_4,measure_5,merch_hier_lv2_sub_collection,merch_hier_lvl_collection,NFR Size Code,NRF_color_code,Predominant_Color_Descr,Primary Material,Product Description,Product Type,Retail Price,Retail Price - Dollar Sign,sales_life_cycle,season,Season Code,season_year,Size,stone_id_1,stone_id_2,stone_id_3,stone_id_4,supply_life_cycle,UPC Code,Variant No,Vendor Name,salsify:profile_asset_id
BZ65032XM,"WOMEN's Legends Naga Gold & Silver Dragon Bracelet with Gold Ring, Size M BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--EGokVn3T--/pzovu9lrt2pf6wu8bdkq.jpg,http://images.salsify.com/image/upload/s--_UpRn5rt--/fe2ryzurwl7epizrnszn.jpg,,,,,,http://images.salsify.com/image/upload/s--XduFSEDn--/fd3htis2nr2al7lfa5u1.jpg,http://images.salsify.com/image/upload/s--CHT0pkZM--/t2kzlgeqsbpbctrg6avy.jpg,,,,,,,http://images.salsify.com/image/upload/s--inaKs8ha--/gfsfh9no9na27z6hmify.jpg,http://images.salsify.com/image/upload/s--h5-6GHcq--/rhamfjtnxa4bkpctt7xn.jpg,,,CORE,,18k Bonded,,Puller Clasp,BZ65032XM,ID,0,No,Station,WOMEN,,8/1/2008,No,0,6,59,11.5,Naga,Legends,78014,,,Silver and Gold,Legends Naga 6MM Station Bracelet in Silver and 18K Gold,Bracelet,1495,$,Active,FALL,F08,2008,M,,,,,Star,8.25429E+12,1_836_11865032,John Hardy,
BZ65151XS,"WOMEN's Legends Naga Gold & Silver Small Bracelet, Size S BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--iGmLFUbm--/ktc7yk1aw1tbqjtd640t.jpg,http://images.salsify.com/image/upload/s--73U9vtGQ--/dbwzhnoykad5kylvmvz1.jpg,,,,,,http://images.salsify.com/image/upload/s--6oFrvHE7--/ssyxgn2ekeiwoxtduh75.jpg,http://images.salsify.com/image/upload/s--iJDGtWBq--/pyybsangtzngsaa94nfu.jpg,,,,,,,,,,,CORE,,18k Bonded,,Pusher Clasp,BZ65151XS,ID,0,No,Station,WOMEN,,8/1/2008,No,0,6,24,9,Naga,Legends,78013,,,Silver and Gold,Legends Naga 6MM Station Bracelet in Silver and 18K Gold,Bracelet,650,$,Active,FALL,F08,2008,S,,,,,Star,8.25429E+12,1_836_11865151,John Hardy,
BZ65152XM,"WOMEN's Legends Naga Gold & Silver Medium Bracelet, Size M BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--jwaMY5of--/err1nonijsmtsgw5cp8e.jpg,http://images.salsify.com/image/upload/s--iJhz9ugY--/d3zo1lxgurzui9h3yr6p.jpg,,,,,,http://images.salsify.com/image/upload/s--3bYU3D-X--/saypem6dvfaqldyxqaqb.jpg,http://images.salsify.com/image/upload/s--H6sFOsVz--/p6adbtxpbjxx7ilen07f.jpg,,,,,,,,,,,CORE,,18k Bonded,,Pusher Clasp,BZ65152XM,ID,0,No,Station,WOMEN,,8/1/2008,No,0,7,21,10,Naga,Legends,78014,,,Silver and Gold,Legends Naga 7MM Station Bracelet in Silver and 18K Gold,Bracelet,895,$,Active,FALL,F08,2008,M,,,,,Star,8.25429E+12,1_836_11865152,John Hardy,
BZ65784XM,"WOMEN's Legends Naga Gold & Silver Dragon Station Chain Bracelet, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--E0k5jMth--/sxxc0lwqiw9yseqroajb.jpg,http://images.salsify.com/image/upload/s--ne_pYl7k--/l7a4awivrzhwmuolqjde.jpg,,,,,,http://images.salsify.com/image/upload/s--Q_mdInOx--/rcb3onzldz6mrhucedel.jpg,http://images.salsify.com/image/upload/s--sCVIv3ax--/uqytucokbxvuu2mqb2ms.jpg,,,,,,,http://images.salsify.com/image/upload/s--0Xb9NLwd--/g4mdgrc17unsicnlguo4.jpg,http://images.salsify.com/image/upload/s--JLRTCsX4--/hij2ox2kugsoy4fwfbvq.jpg,,,CORE,,18k,,Pusher Clasp,BZ65784XM,ID,0,No,Station,WOMEN,,1/19/2013,No,0,5,37,11.5,Naga,Legends,78014,,,Silver and Gold,Legends Naga 5MM Station Bracelet in Silver and 18K Gold,Bracelet,595,$,Active,SPRING,S13,2013,M,,,,,Star,8.25429E+12,1_836_11865784,John Hardy,
BZ65784XS,"WOMEN's Legends Naga Gold & Silver Dragon Station Chain Bracelet, Size S",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--E0k5jMth--/sxxc0lwqiw9yseqroajb.jpg,http://images.salsify.com/image/upload/s--ne_pYl7k--/l7a4awivrzhwmuolqjde.jpg,,,,,,http://images.salsify.com/image/upload/s--Q_mdInOx--/rcb3onzldz6mrhucedel.jpg,http://images.salsify.com/image/upload/s--sCVIv3ax--/uqytucokbxvuu2mqb2ms.jpg,,,,,,,http://images.salsify.com/image/upload/s--0Xb9NLwd--/g4mdgrc17unsicnlguo4.jpg,http://images.salsify.com/image/upload/s--JLRTCsX4--/hij2ox2kugsoy4fwfbvq.jpg,,,CORE,,18k,,Pusher Clasp,BZ65784XS,ID,0,No,Station,WOMEN,,1/19/2013,No,0,5,37,11.5,Naga,Legends,78013,,,Silver and Gold,Legends Naga 5MM Station Bracelet in Silver and 18K Gold,Bracelet,595,$,Active,SPRING,S13,2013,S,,,,,Star,8.25429E+12,1_836_11865784,John Hardy,
BZ90240XM,"WOMEN's Asli Classic Chain Link 18K Gold & Silver Extra-Small Bracelet 5mm with Pusher Clasp, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--3WULQk_V--/e2cpgvtmoagrno28swgf.tiff,,,,,,,http://images.salsify.com/image/upload/s--7PqMlmXz--/ddsjhs86iqi5thambzgt.jpg,http://images.salsify.com/image/upload/s--3WULQk_V--/e2cpgvtmoagrno28swgf.tiff,,,,,,,,,,,NON CORE,,18k,,Pusher Clasp,BZ90240XM,TH,0,No,Station,WOMEN,,1/25/2019,No,0,5,35,9.5,Classic,Chain,78014,,,Silver and Gold,"Asli Classic Chain Link Station Bracelet in Silver, 18K Gold",Bracelet,1495,$,Newness,SPRING,S19,2019,M,,,,,Launch/One Shot,8.25429E+12,BZ90240,John Hardy,
BZ90471XM,"WOMEN's Classic Chain Hammered Gold & Silver Medium Four-Station Bracelet, Size M BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--bcwkDRVq--/by0iu1v3g25wcpf8dyex.jpg,http://images.salsify.com/image/upload/s--q-OFEtAj--/ienphttvtg3strwfya1g.jpg,,,,,,http://images.salsify.com/image/upload/s--qOEgsj0R--/sfvg8dfsu6n4lp1sry94.jpg,http://images.salsify.com/image/upload/s--3XhNQU1r--/paksyc1xozraodzt8zng.jpg,,,,,,,,,,,CORE,,18k Bonded,,Pusher Clasp,BZ90471XM,ID,0,No,Woven,WOMEN,,1/29/2014,No,0,7.5,0,0,Classic,Chain,78014,,,Silver and Gold,"Classic Chain 7.5MM Hammered Station Bracelet, Silver, 18K",Bracelet,1295,$,Active,SPRING,S14,2014,M,,,,,Star,8.25429E+12,1_355_11890471,John Hardy,
BZ96184XM,"WOMEN's Classic Chain Hammered Gold & Silver Extra Small Chain Bracelet with Pusher Clasp, Size M BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--pymvmt0o--/iwr96rubx3kdj3zarzmm.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,18k Bonded,,Pusher Clasp,BZ96184XM,ID,0,No,Woven,WOMEN,,10/1/2016,No,0,5,0,0,Classic,Chain,78014,,,Silver and Gold,"Classic Chain 5MM Hammered Clasp Bracelet, Silver, 18K Gold",Bracelet,750,$,Active,FALL,F16-CO,2016,M,,,,,Contributor,8.25429E+12,BZ96184,John Hardy,
BZ96185RXM,"WOMEN's Classic Chain Hammered 18K Rose Gold & Silver Small Chain Bracelet with Pusher Clasp, Size M BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--21328vkX--/cbwztnk9vxmd9aczsnfs.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,18k Bonded,,Pusher Clasp,BZ96185RXM,ID,0,No,Woven,WOMEN,USED TO BE OMNI,3/25/2018,No,0,6.5,0,0,Classic,Chain,78014,,,Silver and Gold,"Classic Chain 6.5MM Hammered Clasp Bracelet, Silver, 18K Rose",Bracelet,895,$,Active,FALL,F16,2016,M,,,,,Contributor,8.25429E+12,BZ96185R,John Hardy,
BZ96187XS,"WOMEN's Classic Chain Hammered Gold & Silver Extra Small Four Station Bracelet with Pusher Clasp, Size S BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--08dSnqUz--/xrk6iq8meqiji01eiyab.jpg,http://images.salsify.com/image/upload/s--Z3my-eY4--/teul7nhnemiylerkjqyi.jpg,,,,,,,,,,,,,,,,,,NON CORE,,18k Bonded,,Pusher Clasp,BZ96187XS,ID,0,No,Woven,WOMEN,,10/1/2016,No,0,5,0,0,Classic,Chain,78013,,,Silver and Gold,"Classic Chain 5MM Hammered Station Bracelet, Silver, 18K",Bracelet,995,$,Active,FALL,F16-CO,2016,S,,,,,Star,8.25429E+12,BZ96187,John Hardy,
BZ96RVXM,"WOMEN's Classic Chain Gold & Silver Extra-Small Reversible Bracelet 5mm, Size M BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--oYdP5JTF--/gbujtonug2ply8qenued.jpg,http://images.salsify.com/image/upload/s--d1VWY-XI--/wfhdj0g0lryzmyfjka8g.jpg,,,,,,http://images.salsify.com/image/upload/s--quv-T09z--/vomp3d4d8aoava5fj2zi.jpg,http://images.salsify.com/image/upload/s--r57_1zRr--/wmqeccltnpwee8gn4otk.jpg,,,,,,,,,,,CORE,,18k Bonded,,Pusher Clasp,BZ96RVXM,ID,0,No,Woven,WOMEN,,1/29/2014,No,0,5,0,0,Classic,Chain,78014,,,Silver and Gold,"Classic Chain 5MM Reversible Bracelet, Silver, 18K Gold",Bracelet,2100,$,Active,SPRING,S14,2014,M,,,,,Star,8.25429E+12,1_355_11896,John Hardy,
BZ999590XM-L,"WOMEN's Classic Chain Hammered 18K Gold and Silver Pull Through Bracelet, Size M Adjustable to L BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Av8Qob0O--/lnrryyehkeacxpnptzpy.jpg,http://images.salsify.com/image/upload/s--4ntmBrY6--/rwvjogwxi7zxpa7r0fsh.jpg,,,,,,,,,,,,,,,,,,CORE,,18k Bonded,18k Bonded,,BZ999590XM-L,ID,0,No,Station,WOMEN,,1/25/2017,No,0,2.5,11,11,Classic,Chain,,,,Silver and Gold,"Classic Chain Pull Through Bracelet, Silver, Hammered Gold",Bracelet,450,$,Active,SPRING,S17,2017,M-L,,,,,Star,8.25429E+12,BZ999590,John Hardy,
BZP9042RVDIXM,"WOMEN's Classic Chain Gold & Silver Diamond Pave (0.16ct) Small Reversible Bracelet 6.5mm, Size M BG",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--cRIILT3l--/opr18sj6rltwrv4m4uen.jpg,http://images.salsify.com/image/upload/s--6wBrpeQQ--/bc2wbkb3h7qluqdzzpso.jpg,,,,,,,,,,,CORE,,18k Bonded,,Pusher Clasp,BZP9042RVDIXM,TH,0.16,No,Woven,WOMEN,,10/25/2014,No,0,6.5,0,0,Classic,Chain,78014,,,Silver and Gold,"Classic Chain 6.5MM Reversible Bracelet, Silver, 18K, Diam",Bracelet,3100,$,Active,FALL,F14,2014,M,White Diamond,,,,Contributor,8.25429E+12,1_588_1189042,John Hardy,
BZP9042RVDIXS,"WOMEN's Classic Chain Gold & Silver Diamond Pave (0.16ct) Small Reversible Bracelet 6.5mm, Size S BG",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--cRIILT3l--/opr18sj6rltwrv4m4uen.jpg,http://images.salsify.com/image/upload/s--6wBrpeQQ--/bc2wbkb3h7qluqdzzpso.jpg,,,,,,,,,,,CORE,,18k Bonded,,Pusher Clasp,BZP9042RVDIXS,TH,0.16,No,Woven,WOMEN,,10/25/2014,No,0,6.5,0,0,Classic,Chain,78013,,,Silver and Gold,"Classic Chain 6.5MM Reversible Bracelet, Silver, 18K, Diam",Bracelet,3100,$,Active,FALL,F14,2014,S,White Diamond,,,,Contributor,8.25429E+12,1_588_1189042,John Hardy,
BZS60133BRDBSPXM,"WOMEN's Legends Naga 18K Gold & Silver Extra-Small Bracelet 5mm with Black Rhodium with Blue Sapphire Eyes, Size M",,,,,,,http://images.salsify.com/image/upload/s--Fa-mOO8b--/qjjrkkf2agyferybldz6.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--sUguSGT0--/p2wvcyvhxzbj0rscfip7.jpg,,,,,,,http://images.salsify.com/image/upload/s--sv_LAc3n--/kudxgrhda0mpq4unp8xj.jpg,,,,,,,,http://images.salsify.com/image/upload/s--kjFZ-lqC--/ywadywrfy1a95ylip8zk.jpg,,,,NON CORE,,18k,,Puller Clasp,BZS60133BRDBSPXM,TH,0,No,Station,WOMEN,,9/28/2018,No,0,5,42,8.5,Naga,Legends,78014,,,Silver and Gold,Legends Naga 5MM Station Bracelet in Silver and 18K Gold,Bracelet,995,$,Active,FALL,F18-CO,2018,M,Blue Sapphire,,,,Contributor,8.25429E+12,BZS60133,John Hardy,
BZS650106BSPXM,"WOMEN's Legends Naga 18K Gold & Silver Small Bracelet with Blue Sapphire Eyes, Size M",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--7Ruf1X6s--/t31spe1da4xdtn9uydow.jpg,http://images.salsify.com/image/upload/s--77XLD3gn--/mxbqi0fvinq4t0xskrip.jpg,,,,,,,,,,,CORE,,18k,,Puller Clasp,BZS650106BSPXM,ID,0,No,Bangle,WOMEN,,7/25/2017,No,0,12,0,0,Naga,Legends,78014,,,Silver and Gold,Legends Naga Bracelet in Silver and 18K Gold,Bracelet,1795,$,Active,FALL,F17,2017,M,Blue Sapphire,,,,Star,8.25429E+12,BZS650106,John Hardy,
BZS90236644BLSXM,"WOMEN's Classic Chain Hammered 18K Gold and Silver Extra-Small Bracelet 5mm with Pusher Clasp with Black Sapphire, Size M BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--BEGkS936--/tqjjcafz7c1m4z8ggkdl.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,18k Bonded,,Pusher Clasp,BZS90236644BLSXM,TH,0,No,Station,WOMEN,,9/28/2018,No,0,5,32.5,7,Classic,Chain,78014,1,Black,Silver and Gold,"Classic Chain Station Bracelet, Silver, Hammered 18K Gold, Gem",Bracelet,995,$,Active,FALL,F18-CO,2018,M,Black Sapphire,,,,Star,8.25429E+12,BZS90236644,John Hardy,
CB39111XM,"WOMEN's Dot Moon Hammered Silver Small Kick Cuff 12mm, Size M",,,,,,,http://images.salsify.com/image/upload/s--JXQu_XOJ--/xtbzqc2yqhdujkty63dm.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--hWaia8e1--/vjl4ie2d7yj3jf6apivd.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Pj4SAJ2S--/agbarsbaf7go4rxm7eg6.jpg,,,,NON CORE,,,,,CB39111XM,TH,0,No,Cuff,WOMEN,,2/15/2018,No,0,12,0,0,Dot,Dot,78014,,,Silver,Dot 12MM Kick Cuff in Hammered Silver,Bracelet,1100,$,Active,SPRING,S18,2018,M,,,,,Contributor,8.25429E+12,CB39111,John Hardy,
CB39111XXL,"WOMEN's Dot Moon Hammered Silver Small Kick Cuff 12mm, Size XL",,,,,,,http://images.salsify.com/image/upload/s--JXQu_XOJ--/xtbzqc2yqhdujkty63dm.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--hWaia8e1--/vjl4ie2d7yj3jf6apivd.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Pj4SAJ2S--/agbarsbaf7go4rxm7eg6.jpg,,,,NON CORE,,,,,CB39111XM,TH,0,No,Cuff,WOMEN,,2/15/2018,No,0,12,0,0,Dot,Dot,,,,Silver,Dot 12MM Kick Cuff in Hammered Silver,Bracelet,1100,$,Active,SPRING,S18,2018,XL,,,,,Decline,8.25429E+12,CB39111,John Hardy,
CB6643XM,"WOMEN's Legends Naga Silver Medium Flex Cuff 17mm, Size M",,,,,,,http://images.salsify.com/image/upload/s--uwCdcI5H--/mb6wouttozqxi2klkx6t.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--38YmAHNM--/nsszscnbq3ywedxlltbk.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--WcAtV_gC--/gxpdnuacn9q3l7umptry.jpg,,,,NON CORE,,,,,CB6643XM,TH,0,No,Cuff,WOMEN,,2/25/2018,No,0,17,0,0,Naga,Legends,78014,,,Silver,Legends Naga 17MM Cuff in Silver,Bracelet,1195,$,Active,SPRING,S18,2018,M,,,,,Contributor,8.25429E+12,CB6643,John Hardy,
CB6643XXL,"WOMEN's Legends Naga Silver Medium Flex Cuff 17mm, Size XL",,,,,,,http://images.salsify.com/image/upload/s--uwCdcI5H--/mb6wouttozqxi2klkx6t.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--38YmAHNM--/nsszscnbq3ywedxlltbk.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--WcAtV_gC--/gxpdnuacn9q3l7umptry.jpg,,,,NON CORE,,,,,CB6643XM,TH,0,No,Cuff,WOMEN,,2/25/2018,No,0,17,0,0,Naga,Legends,,,,Silver,Legends Naga 17MM Cuff in Silver,Bracelet,1195,$,Active,SPRING,S18,2018,XL,,,,,Decline,8.25429E+12,CB6643,John Hardy,
CB90128XM,"WOMEN's Asli Classic Chain Link Silver Hinged Cuff, Size M",,,,,,,http://images.salsify.com/image/upload/s--uWoxS5aE--/mczyjdfzftcuzhaskrda.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--YaCm92Rx--/jx8lbhz8js2gnm9lzpfx.jpg,,,,,,,http://images.salsify.com/image/upload/s--aEaFDg4w--/yusf3efjuicr5vnssxyx.jpg,,,,,,,,http://images.salsify.com/image/upload/s--OceRrizM--/hov68fjygoiyq0n0ksfp.jpg,,,,NON CORE,,,,,CB90128XM,ID,0,No,Cuff,WOMEN,,7/25/2018,No,0,39.5,0,0,Classic,Chain,78014,,,Silver,Asli Classic Chain Link Hinged Cuff in Silver,Bracelet,895,$,Active,FALL,F18,2018,M,,,,,Contributor,8.25429E+12,CB90128,John Hardy,
CB90367XS-M,"WOMEN's Asli Classic Chain Link Hammered Silver Flex Cuff, Size S-M",,,,,,,http://images.salsify.com/image/upload/s--wPUHYRWV--/wejv8rl2qfmr0xhigj6o.tiff,,,,,,,,,http://images.salsify.com/image/upload/s--VzFWj3nH--/bgsyragjxm8qfjtdh0yq.tiff,http://images.salsify.com/image/upload/s--uKazQM4A--/nmazsu4mb1bw6d8sfdg6.tiff,,,,,,http://images.salsify.com/image/upload/s--VQ_mLJnc--/pdesy03ylg4oibqbu5q8.jpg,http://images.salsify.com/image/upload/s--RUssIoKP--/gppvshiwybwl63tpnzmk.jpg,http://images.salsify.com/image/upload/s--VzFWj3nH--/bgsyragjxm8qfjtdh0yq.tiff,http://images.salsify.com/image/upload/s--uKazQM4A--/nmazsu4mb1bw6d8sfdg6.tiff,http://images.salsify.com/image/upload/s--XHqtLaOC--/dvfaelzuvvh2medlfuvq.tiff,http://images.salsify.com/image/upload/s--wPUHYRWV--/wejv8rl2qfmr0xhigj6o.tiff,,,http://images.salsify.com/image/upload/s--XHqtLaOC--/dvfaelzuvvh2medlfuvq.tiff,,,,NON CORE,,,,,CB90367XS-M,ID,0,No,Cuff,WOMEN,,1/25/2019,No,0,28.5,0,0,Classic,Chain,,,,Silver,Asli Classic Chain Link Cuff in Hammered Silver,Bracelet,1595,$,Newness,SPRING,S19,2019,S-M,,,,,Launch/One Shot,8.25429E+12,CB90367,John Hardy,
CB94529XM,"WOMEN's Modern Chain Silver Medium Kick Cuff, Size M",,,,,,,http://images.salsify.com/image/upload/s--MEjpNeF---/mmja1z1oxsfvxmfdeara.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--6jz1ZRhx--/gxr9lgqr5ymvicskhibw.jpg,,,,,,,http://images.salsify.com/image/upload/s--8HZgxmy6--/ppttjagdpusyued2ijk9.jpg,http://images.salsify.com/image/upload/s--hIlKHcs2--/afihfldz3k1lad0z8keo.jpg,,,,,,,http://images.salsify.com/image/upload/s--lrz55I7R--/jb2ek5ti0tx9xzxiuzvq.jpg,,,,NON CORE,,,,,CB94529XM,ID,0,No,Cuff,WOMEN,,9/25/2017,No,0,20.5,0,0,Modern,Chain,78014,,,Silver,Modern Chain 20.5MM Kick Cuff in Silver,Bracelet,1195,$,Active,FALL,F17,2017,M,,,,,Star,8.25429E+12,CB94529,John Hardy,
CB94555XM,"WOMEN's Classic Chain Silver Slim Flex Cuff, Size M",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--YADA6e-7--/z1j1vavqvwpb10m0bn5p.jpg,,,,,,,,,,,,CORE,,,,,CB94555XM,ID,0,No,Cuff,WOMEN,,10/1/2017,No,0,6,0,0,Classic,Chain,78014,,,Silver,Classic Chain 6MM Cuff in Silver,Bracelet,495,$,Active,FALL,F17-CO,2017,M,,,,,Star,8.25429E+12,CB94555,John Hardy,
CB95146XM,"WOMEN's Classic Chain Arch Hammered Silver Small Flex Cuff 15mm, Size M",,,,,,,http://images.salsify.com/image/upload/s--V17j5JlO--/fotsowpvsrjc4dkam1tj.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--V546ZF7e--/fxglaer21kefeqmmc1hw.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--3zCJA7p6--/s00oyuejdxvxuf5due5j.jpg,,,,NON CORE,,,,,CB95146XM,ID,0,No,Cuff,WOMEN,,1/25/2018,No,0,15,0,0,Classic,Chain,78014,,,Silver,Classic Chain 15MM Cuff in Hammered Silver,Bracelet,995,$,Active,SPRING,S18,2018,M,,,,,Contributor,8.25429E+12,CB95146,John Hardy,
CB95146XXL,"WOMEN's Classic Chain Arch Hammered Silver Small Flex Cuff 15mm, Size XL",,,,,,,http://images.salsify.com/image/upload/s--V17j5JlO--/fotsowpvsrjc4dkam1tj.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--V546ZF7e--/fxglaer21kefeqmmc1hw.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--3zCJA7p6--/s00oyuejdxvxuf5due5j.jpg,,,,NON CORE,,,,,CB95146XM,ID,0,No,Cuff,WOMEN,,1/25/2018,No,0,15,0,0,Classic,Chain,,,,Silver,Classic Chain 15MM Cuff in Hammered Silver,Bracelet,995,$,Active,SPRING,S18,2018,XL,,,,,Decline,8.25429E+12,CB95146,John Hardy,
CB97095XM,"WOMEN's Classic Chain Hammered Silver Large Cuff, Size M",http://images.salsify.com/image/upload/s--K5JXEbvx--/nwko5qxfiievxbqhfnug.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--oFymOPVj--/bytsn2bprougbgaxhicl.jpg,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--MHgQVvdu--/ueydjsy1h42cawjycp2n.jpg,,NON CORE,,,,,CB97095XM,ID,0,No,Cuff,WOMEN,,1/25/2016,No,0,42.5,0,0,Classic,Chain,78014,,,Silver,Classic Chain 42.5MM Cuff in Hammered Silver,Bracelet,795,$,Active,SPRING,S16,2016,M,,,,,Decline,8.25429E+12,CB97095,John Hardy,
CB999669XS,"WOMEN's Classic Chain Silver Small Kick Cuff, Size S",,,,,,,http://images.salsify.com/image/upload/s--qjFGdss8--/uog5k0iuy4np1xr58bih.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--g-tn6OMw--/xbjfvyvrj5zen61ct2vg.jpg,,,,,,,http://images.salsify.com/image/upload/s--yaKKDZIz--/kclnb7oan0h8ppydbj0d.jpg,,,,,,,,http://images.salsify.com/image/upload/s--iEPfCQXg--/ll6ll5uugyxesmaljdi7.jpg,,,,NON CORE,,,,,CB999669XS,ID,0,No,Cuff,WOMEN,,8/15/2017,No,0,21,0,0,Classic,Chain,78013,,,Silver,Classic Chain Kick Cuff in Silver,Bracelet,995,$,Active,FALL,F17,2017,S,,,,,Decline,8.25429E+12,CB999669,John Hardy,
CBP399712DIXM,"WOMEN's Dot Silver Diamond Pave (0.06ct) Small Kick Cuff, Size M",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--YwdJcIOT--/zyp1k7goyzoecxjkdrvr.jpg,,,,,,,,,,,,NON CORE,,,,,CBP399712DIXM,TH,0.06,No,Cuff,WOMEN,,10/1/2017,No,0,11,0,0,Dot,Dot,78014,,,Silver,Dot 9.5MM Kick Cuff in Silver with Diamonds,Bracelet,478.5,$,Active,FALL,F17-CO,2017,M,White Diamond,,,,Star,8.25429E+12,CBP399712,John Hardy,
CBP66442DIXM,"WOMEN's Legends Naga Silver Diamond Pave (0.61ct) Small Flex Cuff, Size M",,,,,,,http://images.salsify.com/image/upload/s--PEtqI_on--/npfmgqvgseeykfbwpf5x.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--Kd_lG31b--/e0eklwew30xrh2slkytj.jpg,,,,,,,http://images.salsify.com/image/upload/s--EjeUqn2c--/eidorl4g3ylbfoddhkjn.jpg,,,,,,,,http://images.salsify.com/image/upload/s--gxdW3sP7--/wqxlp3it2rgspfmvvvil.jpg,,,,NON CORE,,,,,CBP66442DIXM,TH,0.61,No,Cuff,WOMEN,,8/20/2018,No,0,11,0,0,Naga,Legends,78014,,,Silver,Legends Naga 11MM Cuff in Silver with Diamonds,Bracelet,2295,$,Active,FALL,F18,2018,M,White Diamond,,,,Star,8.25429E+12,CBP66442,John Hardy,
CBS59384BLSBNXM,"WOMEN's Bamboo Silver Small Flex Cuff with Black Sapphire and Black Spinel, Size M",,,,,,,http://images.salsify.com/image/upload/s--h68urb74--/is09lvgosnvvrefuoznq.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--NecgCXN---/yjyzd8mvq4f0ranuqikg.jpg,,,,,,,http://images.salsify.com/image/upload/s--xWkf0Vwi--/ba0soc3dlh8rqi5iqefc.jpg,,,,,,,,http://images.salsify.com/image/upload/s--i68vndyl--/fa58gu6my2irsrvwdbty.jpg,,,,NON CORE,,,,,CBS59384BLSBNXM,TH,0,No,Cuff,WOMEN,,7/25/2018,No,0,6.5,0,0,Bamboo,Bamboo,78014,1,Black,Silver,Bamboo Cuff in Silver with Gemstone,Bracelet,995,$,Active,FALL,F18,2018,M,Black Spinel,Black Sapphire,,,Star,8.25429E+12,CBS59384,John Hardy,
